epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,780.385,1.0017,0.76929,0.97106,0.58676,0.68846,0.63928,0.3607,1.71844,1.41105,1.16894,0.00087019,0.00087019,0.00087019
81,789.948,1.01912,0.7799,0.97024,0.61316,0.67296,0.63685,0.36312,1.68169,1.39656,1.16853,0.000863116,0.000863116,0.000863116
82,799.624,1.00368,0.76746,0.96512,0.63704,0.65464,0.6468,0.37586,1.71514,1.42678,1.16172,0.000856042,0.000856042,0.000856042
83,809.125,1.00586,0.77019,0.97176,0.67364,0.63071,0.64763,0.38558,1.69337,1.36278,1.16231,0.000848969,0.000848969,0.000848969
84,818.579,0.98723,0.76477,0.96631,0.63713,0.62284,0.60944,0.35034,1.6818,1.50064,1.14617,0.000841895,0.000841895,0.000841895
85,828.106,0.98785,0.74201,0.96197,0.64027,0.58288,0.60923,0.36674,1.67232,1.5077,1.16409,0.000834822,0.000834822,0.000834822
86,837.712,0.99011,0.74775,0.9586,0.60068,0.67411,0.62928,0.36574,1.72229,1.4951,1.16495,0.000827748,0.000827748,0.000827748
87,847.25,0.99439,0.74088,0.95763,0.62051,0.66872,0.6317,0.36411,1.69204,1.42567,1.16095,0.000820675,0.000820675,0.000820675
88,856.777,0.97279,0.73,0.95897,0.64128,0.68164,0.62483,0.35248,1.66092,1.41273,1.1524,0.000813601,0.000813601,0.000813601
89,866.406,0.99355,0.73959,0.96202,0.54843,0.57626,0.54581,0.30681,1.70943,1.60088,1.17853,0.000806528,0.000806528,0.000806528
90,875.941,0.97512,0.72108,0.95804,0.60905,0.67225,0.61815,0.36095,1.71482,1.44971,1.18462,0.000799454,0.000799454,0.000799454
91,885.41,0.98419,0.72066,0.96187,0.62579,0.66697,0.63167,0.35561,1.6887,1.3986,1.16804,0.00079238,0.00079238,0.00079238
92,894.954,0.96942,0.7169,0.95893,0.61809,0.6784,0.64946,0.36435,1.73205,1.45662,1.17164,0.000785307,0.000785307,0.000785307
93,904.535,0.96014,0.71084,0.95431,0.64268,0.68736,0.65568,0.38274,1.68985,1.40027,1.1511,0.000778233,0.000778233,0.000778233
94,914.057,0.97192,0.70329,0.95453,0.64385,0.65807,0.6059,0.3521,1.7299,1.49887,1.16945,0.00077116,0.00077116,0.00077116
95,923.531,0.95969,0.70047,0.951,0.45788,0.54606,0.42679,0.23478,1.74887,2.05966,1.18832,0.000764086,0.000764086,0.000764086
